Jan 24 15:01:30 amirAcerAspireF5 kernel: Linux version 6.1.6-arch1-1 (linux@archlinux) (gcc (GCC) 12.2.0, GNU ld (GNU Binutils) 2.39.0) #1 SMP PREEMPT_DYNAMIC Sat, 14 Jan 2023 13:09:35 +0000
Jan 24 15:01:30 amirAcerAspireF5 kernel: Command line: BOOT_IMAGE=/boot/vmlinuz-linux root=UUID=8236de7f-9cf5-45bc-9296-53007fa2265e rw loglevel=3 quiet
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: Supporting XSAVE feature 0x001: 'x87 floating point registers'
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: Supporting XSAVE feature 0x002: 'SSE registers'
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: Supporting XSAVE feature 0x004: 'AVX registers'
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: Supporting XSAVE feature 0x008: 'MPX bounds registers'
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: Supporting XSAVE feature 0x010: 'MPX CSR'
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: xstate_offset[2]:  576, xstate_sizes[2]:  256
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: xstate_offset[3]:  832, xstate_sizes[3]:   64
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: xstate_offset[4]:  896, xstate_sizes[4]:   64
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/fpu: Enabled xstate features 0x1f, context size is 960 bytes, using 'compacted' format.
Jan 24 15:01:30 amirAcerAspireF5 kernel: signal: max sigframe size: 2032
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-provided physical RAM map:
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000000000000-0x000000000009e7ff] usable
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x000000000009e800-0x000000000009ffff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000000e0000-0x00000000000fffff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000000100000-0x000000006834bfff] usable
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x000000006834c000-0x000000006834cfff] ACPI NVS
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x000000006834d000-0x0000000068376fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000068377000-0x0000000068427fff] usable
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000068428000-0x0000000068d28fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000068d29000-0x0000000075c3dfff] usable
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000075c3e000-0x000000007662dfff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x000000007662e000-0x0000000077fadfff] ACPI NVS
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000077fae000-0x0000000077ffdfff] ACPI data
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000077ffe000-0x0000000077ffefff] usable
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000077fff000-0x00000000780fffff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000079000000-0x000000007c7fffff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000e0000000-0x00000000efffffff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000fd000000-0x00000000fe7fffff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000feb00000-0x00000000feb03fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000fec00000-0x00000000fec00fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000fed00000-0x00000000fed00fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000fed10000-0x00000000fed19fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000fed84000-0x00000000fed84fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000fee00000-0x00000000fee00fff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x00000000ffa00000-0x00000000ffffffff] reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: BIOS-e820: [mem 0x0000000100000000-0x00000001827fffff] usable
Jan 24 15:01:30 amirAcerAspireF5 kernel: NX (Execute Disable) protection: active
Jan 24 15:01:30 amirAcerAspireF5 kernel: SMBIOS 2.8 present.
Jan 24 15:01:30 amirAcerAspireF5 kernel: DMI: Acer Aspire F5-572G/Zoro_SL , BIOS V1.14 03/04/2016
Jan 24 15:01:30 amirAcerAspireF5 kernel: tsc: Detected 2400.000 MHz processor
Jan 24 15:01:30 amirAcerAspireF5 kernel: e820: update [mem 0x00000000-0x00000fff] usable ==> reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: e820: remove [mem 0x000a0000-0x000fffff] usable
Jan 24 15:01:30 amirAcerAspireF5 kernel: last_pfn = 0x182800 max_arch_pfn = 0x400000000
Jan 24 15:01:30 amirAcerAspireF5 kernel: x86/PAT: Configuration [0-7]: WB  WC  UC- UC  WB  WP  UC- WT  
Jan 24 15:01:30 amirAcerAspireF5 kernel: total RAM covered: 6015M
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 64K         chunk_size: 64K         num_reg: 10          lose cover RAM: 4195324K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 2M         chunk_size: 128M         num_reg: 6          lose cover RAM: 2044K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 2M         chunk_size: 256M         num_reg: 4          lose cover RAM: 2044K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 2M         chunk_size: 512M         num_reg: 4          lose cover RAM: 2044K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 2M         chunk_size: 1G         num_reg: 4          lose cover RAM: 2044K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 2M         chunk_size: 2G         num_reg: 4          lose cover RAM: 2044K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 4M         chunk_size: 4M         num_reg: 9          lose cover RAM: 4092K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 4M         chunk_size: 8M         num_reg: 6          lose cover RAM: 4092K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 4M         chunk_size: 16M         num_reg: 6          lose cover RAM: 4092K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 4M         chunk_size: 32M         num_reg: 6          lose cover RAM: 4092K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 4M         chunk_size: 64M         num_reg: 6          lose cover RAM: 4092K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 4M         chunk_size: 128M         num_reg: 6          lose cover RAM: 4092K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 4M         chunk_size: 256M         num_reg: 4          lose cover RAM: 4092K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 4M         chunk_size: 512M         num_reg: 4          lose cover RAM: 4092K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 4M         chunk_size: 1G         num_reg: 4          lose cover RAM: 4092K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 4M         chunk_size: 2G         num_reg: 4          lose cover RAM: 4092K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 8M         chunk_size: 8M         num_reg: 8          lose cover RAM: 8188K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 8M         chunk_size: 16M         num_reg: 6          lose cover RAM: 8188K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 8M         chunk_size: 32M         num_reg: 6          lose cover RAM: 8188K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 8M         chunk_size: 64M         num_reg: 6          lose cover RAM: 8188K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 8M         chunk_size: 128M         num_reg: 6          lose cover RAM: 8188K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 8M         chunk_size: 256M         num_reg: 4          lose cover RAM: 8188K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 8M         chunk_size: 512M         num_reg: 4          lose cover RAM: 8188K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 8M         chunk_size: 1G         num_reg: 4          lose cover RAM: 8188K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 8M         chunk_size: 2G         num_reg: 4          lose cover RAM: 8188K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 16M         chunk_size: 16M         num_reg: 7          lose cover RAM: 16380K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 16M         chunk_size: 32M         num_reg: 6          lose cover RAM: 16380K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 16M         chunk_size: 64M         num_reg: 6          lose cover RAM: 16380K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 16M         chunk_size: 128M         num_reg: 6          lose cover RAM: 16380K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 16M         chunk_size: 256M         num_reg: 4          lose cover RAM: 16380K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 16M         chunk_size: 512M         num_reg: 4          lose cover RAM: 16380K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 16M         chunk_size: 1G         num_reg: 4          lose cover RAM: 16380K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 16M         chunk_size: 2G         num_reg: 4          lose cover RAM: 16380K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 32M         chunk_size: 32M         num_reg: 6          lose cover RAM: 32764K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 32M         chunk_size: 64M         num_reg: 6          lose cover RAM: 32764K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 32M         chunk_size: 128M         num_reg: 6          lose cover RAM: 32764K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 32M         chunk_size: 256M         num_reg: 4          lose cover RAM: 32764K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 32M         chunk_size: 512M         num_reg: 4          lose cover RAM: 32764K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 32M         chunk_size: 1G         num_reg: 4          lose cover RAM: 32764K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 32M         chunk_size: 2G         num_reg: 4          lose cover RAM: 32764K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 64M         chunk_size: 64M         num_reg: 5          lose cover RAM: 65532K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 64M         chunk_size: 128M         num_reg: 6          lose cover RAM: 65532K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 64M         chunk_size: 256M         num_reg: 4          lose cover RAM: 65532K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 64M         chunk_size: 512M         num_reg: 4          lose cover RAM: 65532K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 64M         chunk_size: 1G         num_reg: 4          lose cover RAM: 65532K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 64M         chunk_size: 2G         num_reg: 4          lose cover RAM: 65532K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 128M         chunk_size: 128M         num_reg: 4          lose cover RAM: 131068K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 128M         chunk_size: 256M         num_reg: 4          lose cover RAM: 131068K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 128M         chunk_size: 512M         num_reg: 3          lose cover RAM: 131068K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 128M         chunk_size: 1G         num_reg: 3          lose cover RAM: 131068K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 128M         chunk_size: 2G         num_reg: 3          lose cover RAM: 131068K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 256M         chunk_size: 256M         num_reg: 4          lose cover RAM: 131068K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 256M         chunk_size: 512M         num_reg: 3          lose cover RAM: 131068K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 256M         chunk_size: 1G         num_reg: 3          lose cover RAM: 131068K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 256M         chunk_size: 2G         num_reg: 3          lose cover RAM: 131068K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 512M         chunk_size: 512M         num_reg: 3          lose cover RAM: 393212K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 512M         chunk_size: 1G         num_reg: 3          lose cover RAM: 393212K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 512M         chunk_size: 2G         num_reg: 3          lose cover RAM: 393212K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 1G         chunk_size: 1G         num_reg: 2          lose cover RAM: 917500K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 1G         chunk_size: 2G         num_reg: 2          lose cover RAM: 917500K
Jan 24 15:01:30 amirAcerAspireF5 kernel:  gran_size: 2G         chunk_size: 2G         num_reg: 1          lose cover RAM: 1966076K
Jan 24 15:01:30 amirAcerAspireF5 kernel: mtrr_cleanup: can not find optimal value
Jan 24 15:01:30 amirAcerAspireF5 kernel: please specify mtrr_gran_size/mtrr_chunk_size
Jan 24 15:01:30 amirAcerAspireF5 kernel: e820: update [mem 0x77fff000-0xffffffff] usable ==> reserved
Jan 24 15:01:30 amirAcerAspireF5 kernel: last_pfn = 0x77fff max_arch_pfn = 0x400000000
Jan 24 15:01:30 amirAcerAspireF5 kernel: found SMP MP-table at [mem 0x000fe1b0-0x000fe1bf]
Jan 24 15:01:30 amirAcerAspireF5 kernel: Using GB pages for direct mapping
Jan 24 15:01:30 amirAcerAspireF5 kernel: RAMDISK: [mem 0x362c7000-0x3715afff]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Early table checksum verification disabled
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: RSDP 0x000000000009EA00 000024 (v02 ACRSYS)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: XSDT 0x0000000077FDE188 0000F4 (v01 ACRSYS ACRPRDCT 00000000      01000013)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: FACP 0x0000000077FE4000 00010C (v05 ACRSYS ACRPRDCT 00000000 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: DSDT 0x0000000077FC7000 0161A2 (v02 ACRSYS ACRPRDCT 00000000 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: FACS 0x0000000077FA9000 000040
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: TCPA 0x0000000077FFC000 000032 (v02 ACRSYS ACRPRDCT 00000000 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: UEFI 0x0000000077FFB000 000236 (v01 ACRSYS ACRPRDCT 00000001 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: UEFI 0x0000000077FFA000 000042 (v01 ACRSYS ACRPRDCT 00000002 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: SSDT 0x0000000077FF9000 0004B7 (v02 ACRSYS ACRPRDCT 00001000 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: SSDT 0x0000000077FF8000 00004B (v02 ACRSYS ACRPRDCT 00003000 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: TPM2 0x0000000077FF7000 000034 (v03 ACRSYS ACRPRDCT 00000000 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: SSDT 0x0000000077FF2000 0040CA (v01 ACRSYS ACRPRDCT 00001000 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: SSDT 0x0000000077FEC000 004E73 (v02 ACRSYS ACRPRDCT 00003000 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: DBGP 0x0000000077FEB000 000034 (v01 ACRSYS ACRPRDCT 00000001 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: DBG2 0x0000000077FEA000 000054 (v00 ACRSYS ACRPRDCT 00000000 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: SSDT 0x0000000077FE9000 0004CA (v02 ACRSYS ACRPRDCT 00000000 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: ASF! 0x0000000077FE8000 0000A5 (v32 ACRSYS ACRPRDCT 00000001 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: ASPT 0x0000000077FE7000 000034 (v07 ACRSYS ACRPRDCT 00000001 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: BOOT 0x0000000077FE6000 000028 (v01 ACRSYS ACRPRDCT 00000001 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: DBGP 0x0000000077FE5000 000034 (v01 ACRSYS ACRPRDCT 00000001 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: HPET 0x0000000077FE3000 000038 (v01 ACRSYS ACRPRDCT 00000001 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: LPIT 0x0000000077FE2000 000094 (v01 ACRSYS ACRPRDCT 00000000 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: APIC 0x0000000077FE1000 0000BC (v03 ACRSYS ACRPRDCT 00000001 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: MCFG 0x0000000077FE0000 00003C (v01 ACRSYS ACRPRDCT 00000001 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: SSDT 0x0000000077FDF000 00019A (v02 ACRSYS ACRPRDCT 00001000 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: SSDT 0x0000000077FC6000 0004A3 (v02 ACRSYS ACRPRDCT 00001000 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: SSDT 0x0000000077FC5000 000E58 (v02 ACRSYS ACRPRDCT 00003000 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: SSDT 0x0000000077FC1000 003009 (v01 ACRSYS ACRPRDCT 00001000 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: DMAR 0x0000000077FC0000 0000CC (v01 ACRSYS ACRPRDCT 00000001 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: FPDT 0x0000000077FBF000 000044 (v01 ACRSYS ACRPRDCT 00000002 1025 00040000)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving FACP table memory at [mem 0x77fe4000-0x77fe410b]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving DSDT table memory at [mem 0x77fc7000-0x77fdd1a1]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving FACS table memory at [mem 0x77fa9000-0x77fa903f]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving TCPA table memory at [mem 0x77ffc000-0x77ffc031]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving UEFI table memory at [mem 0x77ffb000-0x77ffb235]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving UEFI table memory at [mem 0x77ffa000-0x77ffa041]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving SSDT table memory at [mem 0x77ff9000-0x77ff94b6]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving SSDT table memory at [mem 0x77ff8000-0x77ff804a]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving TPM2 table memory at [mem 0x77ff7000-0x77ff7033]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving SSDT table memory at [mem 0x77ff2000-0x77ff60c9]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving SSDT table memory at [mem 0x77fec000-0x77ff0e72]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving DBGP table memory at [mem 0x77feb000-0x77feb033]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving DBG2 table memory at [mem 0x77fea000-0x77fea053]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving SSDT table memory at [mem 0x77fe9000-0x77fe94c9]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving ASF! table memory at [mem 0x77fe8000-0x77fe80a4]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving ASPT table memory at [mem 0x77fe7000-0x77fe7033]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving BOOT table memory at [mem 0x77fe6000-0x77fe6027]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving DBGP table memory at [mem 0x77fe5000-0x77fe5033]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving HPET table memory at [mem 0x77fe3000-0x77fe3037]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving LPIT table memory at [mem 0x77fe2000-0x77fe2093]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving APIC table memory at [mem 0x77fe1000-0x77fe10bb]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving MCFG table memory at [mem 0x77fe0000-0x77fe003b]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving SSDT table memory at [mem 0x77fdf000-0x77fdf199]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving SSDT table memory at [mem 0x77fc6000-0x77fc64a2]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving SSDT table memory at [mem 0x77fc5000-0x77fc5e57]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving SSDT table memory at [mem 0x77fc1000-0x77fc4008]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving DMAR table memory at [mem 0x77fc0000-0x77fc00cb]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Reserving FPDT table memory at [mem 0x77fbf000-0x77fbf043]
Jan 24 15:01:30 amirAcerAspireF5 kernel: No NUMA configuration found
Jan 24 15:01:30 amirAcerAspireF5 kernel: Faking a node at [mem 0x0000000000000000-0x00000001827fffff]
Jan 24 15:01:30 amirAcerAspireF5 kernel: NODE_DATA(0) allocated [mem 0x1827fb000-0x1827fffff]
Jan 24 15:01:30 amirAcerAspireF5 kernel: Zone ranges:
Jan 24 15:01:30 amirAcerAspireF5 kernel:   DMA      [mem 0x0000000000001000-0x0000000000ffffff]
Jan 24 15:01:30 amirAcerAspireF5 kernel:   DMA32    [mem 0x0000000001000000-0x00000000ffffffff]
Jan 24 15:01:30 amirAcerAspireF5 kernel:   Normal   [mem 0x0000000100000000-0x00000001827fffff]
Jan 24 15:01:30 amirAcerAspireF5 kernel:   Device   empty
Jan 24 15:01:30 amirAcerAspireF5 kernel: Movable zone start for each node
Jan 24 15:01:30 amirAcerAspireF5 kernel: Early memory node ranges
Jan 24 15:01:30 amirAcerAspireF5 kernel:   node   0: [mem 0x0000000000001000-0x000000000009dfff]
Jan 24 15:01:30 amirAcerAspireF5 kernel:   node   0: [mem 0x0000000000100000-0x000000006834bfff]
Jan 24 15:01:30 amirAcerAspireF5 kernel:   node   0: [mem 0x0000000068377000-0x0000000068427fff]
Jan 24 15:01:30 amirAcerAspireF5 kernel:   node   0: [mem 0x0000000068d29000-0x0000000075c3dfff]
Jan 24 15:01:30 amirAcerAspireF5 kernel:   node   0: [mem 0x0000000077ffe000-0x0000000077ffefff]
Jan 24 15:01:30 amirAcerAspireF5 kernel:   node   0: [mem 0x0000000100000000-0x00000001827fffff]
Jan 24 15:01:30 amirAcerAspireF5 kernel: Initmem setup node 0 [mem 0x0000000000001000-0x00000001827fffff]
Jan 24 15:01:30 amirAcerAspireF5 kernel: On node 0, zone DMA: 1 pages in unavailable ranges
Jan 24 15:01:30 amirAcerAspireF5 kernel: On node 0, zone DMA: 98 pages in unavailable ranges
Jan 24 15:01:30 amirAcerAspireF5 kernel: On node 0, zone DMA32: 43 pages in unavailable ranges
Jan 24 15:01:30 amirAcerAspireF5 kernel: On node 0, zone DMA32: 2305 pages in unavailable ranges
Jan 24 15:01:30 amirAcerAspireF5 kernel: On node 0, zone DMA32: 9152 pages in unavailable ranges
Jan 24 15:01:30 amirAcerAspireF5 kernel: On node 0, zone Normal: 1 pages in unavailable ranges
Jan 24 15:01:30 amirAcerAspireF5 kernel: On node 0, zone Normal: 22528 pages in unavailable ranges
Jan 24 15:01:30 amirAcerAspireF5 kernel: Reserving Intel graphics memory at [mem 0x7a800000-0x7c7fffff]
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: PM-Timer IO Port: 0x1808
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: LAPIC_NMI (acpi_id[0x01] high edge lint[0x1])
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: LAPIC_NMI (acpi_id[0x02] high edge lint[0x1])
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: LAPIC_NMI (acpi_id[0x03] high edge lint[0x1])
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: LAPIC_NMI (acpi_id[0x04] high edge lint[0x1])
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: LAPIC_NMI (acpi_id[0x05] high edge lint[0x1])
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: LAPIC_NMI (acpi_id[0x06] high edge lint[0x1])
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: LAPIC_NMI (acpi_id[0x07] high edge lint[0x1])
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: LAPIC_NMI (acpi_id[0x08] high edge lint[0x1])
Jan 24 15:01:30 amirAcerAspireF5 kernel: IOAPIC[0]: apic_id 2, version 32, address 0xfec00000, GSI 0-119
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: INT_SRC_OVR (bus 0 bus_irq 0 global_irq 2 dfl dfl)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: INT_SRC_OVR (bus 0 bus_irq 9 global_irq 9 high level)
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: Using ACPI (MADT) for SMP configuration information
Jan 24 15:01:30 amirAcerAspireF5 kernel: ACPI: HPET id: 0x8086a201 base: 0xfed00000
Jan 24 15:01:30 amirAcerAspireF5 kernel: [Firmware Bug]: TSC_DEADLINE disabled due to Errata; please update microcode to version: 0xb2 (or later)
